PC1,PC2,use
0.2978223451650377,1.7460700450405098,0.448033334
0.6629770642249654,-1.4034906967046064,0.278683434
-0.4461227811787814,-0.142852804924304,0.8016000329999999
-0.12709481575137488,-0.8999919803910071,0.44811676800000005
-0.9984673240680287,-0.5437139340609564,0.865349965
0.729506865055817,-0.9120691853123447,0.353000034
-0.15300418037053942,-0.7018090128851444,0.305983367
0.1804393591008711,0.4332629392570953,0.5342666999999999
0.813455363969572,1.6820053629083918,0.333783335
0.23264333791400707,-1.2756909377135108,1.6265333659999994
0.17287754964238006,-0.9619698088282244,0.18900010100000003
-1.5711952930758455,-0.3763355962464786,0.7837166680000001
-1.1271879727342162,-1.476341948976548,0.41703336699999993
-1.1799614793325413,1.0205417444226936,0.34401666700000005
-0.9600222049078178,1.4306658714024416,2.0989667340000002
0.5721126981924419,-1.0797641443608015,0.739516733
-0.015628560304601743,-1.7814384942957904,0.6558333659999999
-0.18465131101530655,0.469425655053321,0.8685499999999999
-0.6671059790396883,-1.233926793121437,0.7313500669999999
-0.2308841352339939,-0.33215050362627135,1.751583367
2.886209107457762,-0.7280031546824589,0.656266768
-0.47153976503457984,-0.6502032756989973,1.213800034
2.1324879774307846,2.0982285442229047,0.238233366
-0.15367895844621038,1.192713639621817,1.033233334
0.47395730350668164,2.5108780799393493,0.34188333400000004
0.6660143670078057,1.611757021916445,0.918183298
0.0516387196761676,0.13109712904290652,0.32848340099999995
-0.27232978707140154,-1.5330991564395848,0.33431669999999997
0.13890575947709338,-0.9672273346878729,0.32754996599999997
-0.09055212947107065,-0.3609217848953481,0.7448166999999998
0.1101545584491036,0.041835426076667286,0.18931673400000004
-0.2054862633528336,0.9141898376772271,0.616700034
-0.3879129548446991,0.26682197423873744,0.3368166660000001
1.0994287440567942,-0.48165368477673265,0.8458500330000001
2.0678577412601653,-0.24128256632963138,0.6165
0.14364394628877178,-1.1488265850664925,0.529116699
0.04439795192628538,-0.8177022485281041,0.37626666699999994
0.21475527091884464,-0.2948475293766481,0.3344334
-1.356448624646487,-0.6795436160752558,0.382283366
-0.46571983299880526,-0.20911625857847888,0.416166701
-0.35418631016477653,0.685631131193263,0.6609833669999999
2.021740705909731,-0.49930575559990387,1.1353000000000002
0.9858793318592304,-1.4865327596755273,0.49451669800000003
-0.8910289946182868,1.0178084511124372,1.549266667
1.1043076805280476,-0.15040216261021117,0.746033367
0.15372334622830186,0.14501802821559823,0.216650033
1.3240649195598222,0.5531087736487842,0.45360003300000007
-0.7277202890963829,0.5302550830130439,0.233450066
1.2672338565945367,2.211324640411909,0.354933301
-0.4105662385311391,2.064586427587408,0.18844993300000001
-0.15665463713836064,0.8775515160952924,0.8765667339999998
-0.09855302797529113,0.27217616388056687,0.45368333499999997
0.20980351217664941,-0.40882924776106455,0.334349999
0.5505971335092116,-0.21388543082421044,0.1908
0.722213782667324,-0.944256647127788,0.21980003299999998
-0.5514315598440735,-1.0192132647272014,0.9092001
-0.45873917071183873,-0.026785975289122434,0.38963330099999993
-0.8571331868796888,0.9597740277913164,0.3165833
1.0548877207672485,-0.579818555869316,0.6536166999999999
2.0262491352458967,-0.9019722187735207,2.507116699
